D:\anaconda3\envs\dl\python.exe D:/NextcloudDesktop/FDU/courses/AI-RISC/project/HW3/main.py
epoch:0, train_loss:6.961737, test_loss:2.546777, acc=0.340278 (49,144), best_acc:0.340278
epoch:28, train_loss:0.455395, test_loss:0.407402, acc=0.888889 (128,144), best_acc:0.888889
epoch:29, train_loss:0.450157, test_loss:0.402608, acc=0.888889 (128,144), best_acc:0.888889
epoch:30, train_loss:0.445154, test_loss:0.398031, acc=0.888889 (128,144), best_acc:0.888889
epoch:31, train_loss:0.440367, test_loss:0.393655, acc=0.888889 (128,144), best_acc:0.888889
epoch:32, train_loss:0.435779, test_loss:0.389463, acc=0.888889 (128,144), best_acc:0.888889
epoch:33, train_loss:0.431376, test_loss:0.385442, acc=0.888889 (128,144), best_acc:0.888889
epoch:34, train_loss:0.427144, test_loss:0.381579, acc=0.888889 (128,144), best_acc:0.888889
epoch:35, train_loss:0.423071, test_loss:0.377863, acc=0.888889 (128,144), best_acc:0.888889
epoch:36, train_loss:0.419146, test_loss:0.374284, acc=0.888889 (128,144), best_acc:0.888889
epoch:37, train_loss:0.415360, test_loss:0.370833, acc=0.895833 (129,144), best_acc:0.895833
epoch:38, train_loss:0.411704, test_loss:0.367502, acc=0.902778 (130,144), best_acc:0.902778
epoch:39, train_loss:0.408169, test_loss:0.364283, acc=0.902778 (130,144), best_acc:0.902778
epoch:40, train_loss:0.404749, test_loss:0.361170, acc=0.902778 (130,144), best_acc:0.902778
epoch:41, train_loss:0.401437, test_loss:0.358156, acc=0.902778 (130,144), best_acc:0.902778
epoch:42, train_loss:0.398227, test_loss:0.355235, acc=0.902778 (130,144), best_acc:0.902778
epoch:43, train_loss:0.395113, test_loss:0.352403, acc=0.902778 (130,144), best_acc:0.902778
epoch:44, train_loss:0.392090, test_loss:0.349654, acc=0.902778 (130,144), best_acc:0.902778
epoch:45, train_loss:0.389154, test_loss:0.346984, acc=0.902778 (130,144), best_acc:0.902778
epoch:46, train_loss:0.386300, test_loss:0.344389, acc=0.902778 (130,144), best_acc:0.902778
epoch:47, train_loss:0.383523, test_loss:0.341864, acc=0.909722 (131,144), best_acc:0.909722
epoch:48, train_loss:0.380821, test_loss:0.339406, acc=0.916667 (132,144), best_acc:0.916667
epoch:49, train_loss:0.378189, test_loss:0.337011, acc=0.916667 (132,144), best_acc:0.916667
epoch:50, train_loss:0.375625, test_loss:0.334677, acc=0.923611 (133,144), best_acc:0.923611
epoch:51, train_loss:0.373125, test_loss:0.332400, acc=0.923611 (133,144), best_acc:0.923611
epoch:52, train_loss:0.370686, test_loss:0.330177, acc=0.923611 (133,144), best_acc:0.923611
epoch:53, train_loss:0.368306, test_loss:0.328006, acc=0.923611 (133,144), best_acc:0.923611
epoch:54, train_loss:0.365983, test_loss:0.325885, acc=0.923611 (133,144), best_acc:0.923611
epoch:55, train_loss:0.363713, test_loss:0.323810, acc=0.923611 (133,144), best_acc:0.923611
epoch:56, train_loss:0.361495, test_loss:0.321780, acc=0.923611 (133,144), best_acc:0.923611
epoch:57, train_loss:0.359326, test_loss:0.319793, acc=0.923611 (133,144), best_acc:0.923611
epoch:58, train_loss:0.357205, test_loss:0.317846, acc=0.923611 (133,144), best_acc:0.923611
epoch:59, train_loss:0.355130, test_loss:0.315939, acc=0.923611 (133,144), best_acc:0.923611
epoch:60, train_loss:0.353099, test_loss:0.314069, acc=0.923611 (133,144), best_acc:0.923611
epoch:61, train_loss:0.351110, test_loss:0.312235, acc=0.923611 (133,144), best_acc:0.923611
epoch:62, train_loss:0.349161, test_loss:0.310435, acc=0.923611 (133,144), best_acc:0.923611
epoch:63, train_loss:0.347252, test_loss:0.308669, acc=0.923611 (133,144), best_acc:0.923611
epoch:64, train_loss:0.345381, test_loss:0.306934, acc=0.923611 (133,144), best_acc:0.923611
epoch:65, train_loss:0.343546, test_loss:0.305229, acc=0.923611 (133,144), best_acc:0.923611
epoch:66, train_loss:0.341746, test_loss:0.303555, acc=0.923611 (133,144), best_acc:0.923611
epoch:67, train_loss:0.339981, test_loss:0.301908, acc=0.923611 (133,144), best_acc:0.923611
epoch:68, train_loss:0.338248, test_loss:0.300289, acc=0.923611 (133,144), best_acc:0.923611
epoch:69, train_loss:0.336547, test_loss:0.298697, acc=0.937500 (135,144), best_acc:0.937500
epoch:70, train_loss:0.334877, test_loss:0.297131, acc=0.937500 (135,144), best_acc:0.937500
epoch:71, train_loss:0.333236, test_loss:0.295589, acc=0.937500 (135,144), best_acc:0.937500
epoch:72, train_loss:0.331625, test_loss:0.294072, acc=0.937500 (135,144), best_acc:0.937500
epoch:73, train_loss:0.330041, test_loss:0.292578, acc=0.937500 (135,144), best_acc:0.937500
epoch:74, train_loss:0.328484, test_loss:0.291107, acc=0.937500 (135,144), best_acc:0.937500
epoch:75, train_loss:0.326953, test_loss:0.289658, acc=0.944444 (136,144), best_acc:0.944444
epoch:76, train_loss:0.325448, test_loss:0.288231, acc=0.944444 (136,144), best_acc:0.944444
epoch:77, train_loss:0.323968, test_loss:0.286825, acc=0.944444 (136,144), best_acc:0.944444
epoch:78, train_loss:0.322511, test_loss:0.285440, acc=0.944444 (136,144), best_acc:0.944444
epoch:79, train_loss:0.321077, test_loss:0.284075, acc=0.944444 (136,144), best_acc:0.944444
epoch:80, train_loss:0.319666, test_loss:0.282729, acc=0.944444 (136,144), best_acc:0.944444
epoch:81, train_loss:0.318277, test_loss:0.281403, acc=0.944444 (136,144), best_acc:0.944444
epoch:82, train_loss:0.316910, test_loss:0.280096, acc=0.944444 (136,144), best_acc:0.944444
epoch:83, train_loss:0.315562, test_loss:0.278807, acc=0.944444 (136,144), best_acc:0.944444
epoch:84, train_loss:0.314235, test_loss:0.277537, acc=0.944444 (136,144), best_acc:0.944444
epoch:85, train_loss:0.312928, test_loss:0.276284, acc=0.944444 (136,144), best_acc:0.944444
epoch:86, train_loss:0.311639, test_loss:0.275048, acc=0.944444 (136,144), best_acc:0.944444
epoch:87, train_loss:0.310369, test_loss:0.273830, acc=0.951389 (137,144), best_acc:0.951389
epoch:88, train_loss:0.309116, test_loss:0.272629, acc=0.951389 (137,144), best_acc:0.951389
epoch:89, train_loss:0.307881, test_loss:0.271444, acc=0.951389 (137,144), best_acc:0.951389
epoch:90, train_loss:0.306663, test_loss:0.270275, acc=0.951389 (137,144), best_acc:0.951389
epoch:91, train_loss:0.305462, test_loss:0.269122, acc=0.951389 (137,144), best_acc:0.951389
epoch:92, train_loss:0.304276, test_loss:0.267985, acc=0.951389 (137,144), best_acc:0.951389
epoch:93, train_loss:0.303106, test_loss:0.266863, acc=0.951389 (137,144), best_acc:0.951389
epoch:94, train_loss:0.301951, test_loss:0.265757, acc=0.951389 (137,144), best_acc:0.951389
epoch:95, train_loss:0.300811, test_loss:0.264665, acc=0.951389 (137,144), best_acc:0.951389
epoch:96, train_loss:0.299686, test_loss:0.263588, acc=0.951389 (137,144), best_acc:0.951389
epoch:97, train_loss:0.298574, test_loss:0.262525, acc=0.951389 (137,144), best_acc:0.951389
epoch:98, train_loss:0.297476, test_loss:0.261476, acc=0.951389 (137,144), best_acc:0.951389
epoch:99, train_loss:0.296391, test_loss:0.260441, acc=0.951389 (137,144), best_acc:0.951389
epoch:100, train_loss:0.295318, test_loss:0.259420, acc=0.958333 (138,144), best_acc:0.958333
epoch:101, train_loss:0.294259, test_loss:0.258413, acc=0.958333 (138,144), best_acc:0.958333
epoch:102, train_loss:0.293211, test_loss:0.257418, acc=0.958333 (138,144), best_acc:0.958333
epoch:103, train_loss:0.292176, test_loss:0.256437, acc=0.958333 (138,144), best_acc:0.958333
epoch:104, train_loss:0.291152, test_loss:0.255468, acc=0.958333 (138,144), best_acc:0.958333
epoch:105, train_loss:0.290139, test_loss:0.254512, acc=0.958333 (138,144), best_acc:0.958333
epoch:106, train_loss:0.289138, test_loss:0.253568, acc=0.958333 (138,144), best_acc:0.958333
epoch:107, train_loss:0.288147, test_loss:0.252636, acc=0.965278 (139,144), best_acc:0.965278
epoch:108, train_loss:0.287166, test_loss:0.251716, acc=0.965278 (139,144), best_acc:0.965278
epoch:109, train_loss:0.286196, test_loss:0.250808, acc=0.965278 (139,144), best_acc:0.965278
epoch:110, train_loss:0.285235, test_loss:0.249911, acc=0.965278 (139,144), best_acc:0.965278
epoch:111, train_loss:0.284284, test_loss:0.249026, acc=0.965278 (139,144), best_acc:0.965278
epoch:112, train_loss:0.283343, test_loss:0.248152, acc=0.965278 (139,144), best_acc:0.965278
epoch:113, train_loss:0.282411, test_loss:0.247288, acc=0.965278 (139,144), best_acc:0.965278
epoch:114, train_loss:0.281488, test_loss:0.246436, acc=0.965278 (139,144), best_acc:0.965278
epoch:115, train_loss:0.280574, test_loss:0.245594, acc=0.965278 (139,144), best_acc:0.965278
epoch:116, train_loss:0.279669, test_loss:0.244762, acc=0.965278 (139,144), best_acc:0.965278
epoch:117, train_loss:0.278772, test_loss:0.243940, acc=0.965278 (139,144), best_acc:0.965278
epoch:118, train_loss:0.277883, test_loss:0.243129, acc=0.965278 (139,144), best_acc:0.965278
epoch:119, train_loss:0.277002, test_loss:0.242327, acc=0.965278 (139,144), best_acc:0.965278
epoch:120, train_loss:0.276130, test_loss:0.241535, acc=0.958333 (138,144), best_acc:0.965278
epoch:121, train_loss:0.275265, test_loss:0.240752, acc=0.958333 (138,144), best_acc:0.965278
epoch:122, train_loss:0.274408, test_loss:0.239978, acc=0.958333 (138,144), best_acc:0.965278
epoch:123, train_loss:0.273558, test_loss:0.239214, acc=0.958333 (138,144), best_acc:0.965278
epoch:124, train_loss:0.272716, test_loss:0.238458, acc=0.958333 (138,144), best_acc:0.965278
epoch:125, train_loss:0.271881, test_loss:0.237712, acc=0.958333 (138,144), best_acc:0.965278
epoch:126, train_loss:0.271053, test_loss:0.236974, acc=0.958333 (138,144), best_acc:0.965278
epoch:127, train_loss:0.270232, test_loss:0.236244, acc=0.958333 (138,144), best_acc:0.965278
epoch:128, train_loss:0.269418, test_loss:0.235523, acc=0.958333 (138,144), best_acc:0.965278
epoch:129, train_loss:0.268611, test_loss:0.234811, acc=0.958333 (138,144), best_acc:0.965278
epoch:130, train_loss:0.267810, test_loss:0.234106, acc=0.958333 (138,144), best_acc:0.965278
epoch:131, train_loss:0.267017, test_loss:0.233409, acc=0.958333 (138,144), best_acc:0.965278
epoch:132, train_loss:0.266229, test_loss:0.232720, acc=0.958333 (138,144), best_acc:0.965278
epoch:133, train_loss:0.265448, test_loss:0.232039, acc=0.958333 (138,144), best_acc:0.965278
epoch:134, train_loss:0.264674, test_loss:0.231365, acc=0.958333 (138,144), best_acc:0.965278
epoch:135, train_loss:0.263905, test_loss:0.230699, acc=0.958333 (138,144), best_acc:0.965278
epoch:136, train_loss:0.263143, test_loss:0.230040, acc=0.958333 (138,144), best_acc:0.965278
epoch:137, train_loss:0.262387, test_loss:0.229389, acc=0.958333 (138,144), best_acc:0.965278
epoch:138, train_loss:0.261637, test_loss:0.228744, acc=0.958333 (138,144), best_acc:0.965278
epoch:139, train_loss:0.260893, test_loss:0.228107, acc=0.958333 (138,144), best_acc:0.965278
epoch:140, train_loss:0.260155, test_loss:0.227476, acc=0.958333 (138,144), best_acc:0.965278
epoch:141, train_loss:0.259423, test_loss:0.226853, acc=0.958333 (138,144), best_acc:0.965278
epoch:142, train_loss:0.258696, test_loss:0.226236, acc=0.958333 (138,144), best_acc:0.965278
epoch:143, train_loss:0.257976, test_loss:0.225625, acc=0.958333 (138,144), best_acc:0.965278
epoch:144, train_loss:0.257261, test_loss:0.225021, acc=0.958333 (138,144), best_acc:0.965278
epoch:145, train_loss:0.256552, test_loss:0.224424, acc=0.958333 (138,144), best_acc:0.965278
epoch:146, train_loss:0.255848, test_loss:0.223832, acc=0.958333 (138,144), best_acc:0.965278
epoch:147, train_loss:0.255150, test_loss:0.223247, acc=0.958333 (138,144), best_acc:0.965278
epoch:148, train_loss:0.254457, test_loss:0.222669, acc=0.958333 (138,144), best_acc:0.965278
epoch:149, train_loss:0.253770, test_loss:0.222096, acc=0.958333 (138,144), best_acc:0.965278
epoch:150, train_loss:0.253089, test_loss:0.221529, acc=0.958333 (138,144), best_acc:0.965278
epoch:151, train_loss:0.252412, test_loss:0.220968, acc=0.958333 (138,144), best_acc:0.965278
epoch:152, train_loss:0.251741, test_loss:0.220413, acc=0.958333 (138,144), best_acc:0.965278
epoch:153, train_loss:0.251076, test_loss:0.219863, acc=0.958333 (138,144), best_acc:0.965278
epoch:154, train_loss:0.250415, test_loss:0.219319, acc=0.958333 (138,144), best_acc:0.965278
epoch:155, train_loss:0.249760, test_loss:0.218781, acc=0.958333 (138,144), best_acc:0.965278
epoch:156, train_loss:0.249110, test_loss:0.218248, acc=0.958333 (138,144), best_acc:0.965278
epoch:157, train_loss:0.248465, test_loss:0.217721, acc=0.958333 (138,144), best_acc:0.965278
epoch:158, train_loss:0.247825, test_loss:0.217199, acc=0.958333 (138,144), best_acc:0.965278
epoch:159, train_loss:0.247190, test_loss:0.216682, acc=0.958333 (138,144), best_acc:0.965278
epoch:160, train_loss:0.246561, test_loss:0.216170, acc=0.958333 (138,144), best_acc:0.965278
epoch:161, train_loss:0.245936, test_loss:0.215664, acc=0.958333 (138,144), best_acc:0.965278
epoch:162, train_loss:0.245316, test_loss:0.215162, acc=0.958333 (138,144), best_acc:0.965278
epoch:163, train_loss:0.244701, test_loss:0.214665, acc=0.958333 (138,144), best_acc:0.965278
epoch:164, train_loss:0.244091, test_loss:0.214174, acc=0.958333 (138,144), best_acc:0.965278
epoch:165, train_loss:0.243486, test_loss:0.213686, acc=0.958333 (138,144), best_acc:0.965278
epoch:166, train_loss:0.242885, test_loss:0.213204, acc=0.958333 (138,144), best_acc:0.965278
epoch:167, train_loss:0.242290, test_loss:0.212726, acc=0.958333 (138,144), best_acc:0.965278
epoch:168, train_loss:0.241699, test_loss:0.212253, acc=0.958333 (138,144), best_acc:0.965278
epoch:169, train_loss:0.241112, test_loss:0.211785, acc=0.958333 (138,144), best_acc:0.965278
epoch:170, train_loss:0.240530, test_loss:0.211320, acc=0.958333 (138,144), best_acc:0.965278
epoch:171, train_loss:0.239953, test_loss:0.210860, acc=0.958333 (138,144), best_acc:0.965278
epoch:172, train_loss:0.239380, test_loss:0.210405, acc=0.958333 (138,144), best_acc:0.965278
epoch:173, train_loss:0.238812, test_loss:0.209953, acc=0.958333 (138,144), best_acc:0.965278
epoch:174, train_loss:0.238248, test_loss:0.209506, acc=0.951389 (137,144), best_acc:0.965278
epoch:175, train_loss:0.237688, test_loss:0.209063, acc=0.951389 (137,144), best_acc:0.965278
epoch:176, train_loss:0.237133, test_loss:0.208623, acc=0.951389 (137,144), best_acc:0.965278
epoch:177, train_loss:0.236582, test_loss:0.208188, acc=0.951389 (137,144), best_acc:0.965278
epoch:178, train_loss:0.236035, test_loss:0.207756, acc=0.951389 (137,144), best_acc:0.965278
epoch:179, train_loss:0.235492, test_loss:0.207329, acc=0.951389 (137,144), best_acc:0.965278
epoch:180, train_loss:0.234954, test_loss:0.206905, acc=0.951389 (137,144), best_acc:0.965278
epoch:181, train_loss:0.234419, test_loss:0.206484, acc=0.951389 (137,144), best_acc:0.965278
epoch:182, train_loss:0.233889, test_loss:0.206067, acc=0.951389 (137,144), best_acc:0.965278
epoch:183, train_loss:0.233362, test_loss:0.205654, acc=0.951389 (137,144), best_acc:0.965278
epoch:184, train_loss:0.232840, test_loss:0.205244, acc=0.951389 (137,144), best_acc:0.965278
epoch:185, train_loss:0.232321, test_loss:0.204838, acc=0.951389 (137,144), best_acc:0.965278
epoch:186, train_loss:0.231806, test_loss:0.204434, acc=0.951389 (137,144), best_acc:0.965278
epoch:187, train_loss:0.231295, test_loss:0.204034, acc=0.951389 (137,144), best_acc:0.965278
epoch:188, train_loss:0.230788, test_loss:0.203637, acc=0.951389 (137,144), best_acc:0.965278
epoch:189, train_loss:0.230284, test_loss:0.203244, acc=0.958333 (138,144), best_acc:0.965278
epoch:190, train_loss:0.229784, test_loss:0.202853, acc=0.958333 (138,144), best_acc:0.965278
epoch:191, train_loss:0.229287, test_loss:0.202465, acc=0.958333 (138,144), best_acc:0.965278
epoch:192, train_loss:0.228794, test_loss:0.202081, acc=0.958333 (138,144), best_acc:0.965278
epoch:193, train_loss:0.228304, test_loss:0.201699, acc=0.958333 (138,144), best_acc:0.965278
epoch:194, train_loss:0.227818, test_loss:0.201320, acc=0.958333 (138,144), best_acc:0.965278
epoch:195, train_loss:0.227335, test_loss:0.200943, acc=0.958333 (138,144), best_acc:0.965278
epoch:196, train_loss:0.226855, test_loss:0.200570, acc=0.958333 (138,144), best_acc:0.965278
epoch:197, train_loss:0.226379, test_loss:0.200199, acc=0.958333 (138,144), best_acc:0.965278
epoch:198, train_loss:0.225905, test_loss:0.199830, acc=0.958333 (138,144), best_acc:0.965278
epoch:199, train_loss:0.225435, test_loss:0.199464, acc=0.958333 (138,144), best_acc:0.965278
best accuracy: 0.9652777777777778

Process finished with exit code 0
